States,ItemLabels,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019
KEBBI,Plantain(unripe),,,,,,,,,,,,,239.16,266.66,277.78,260.47,299.34,306.67,275.0,300.0,255.16,307.13,316.665,481.81818,331.40097,315.15152,352.38095,366.66666,393.04028,416.66666,416.66666,427.42856,446.66666,316.666666666667,325.66666,228.57143,255.71428,252.72728,238.5,230.76923,203.852,230.76923,200.76923,234.61,198.61539
KEBBI,Rice Medium Grained / 1Kg,191.7807,205.67667,190.05167,200.0,192.62,195.86626,207.58083,200.0,225.2206674236925,200.0,203.4725,203.131,209.865,208.02625,238.78554,251.60033,275.52722,276.51056,266.7551,262.49182,269.94376,242.69246,205.44833,209.06554,207.76479,213.38165,240.5847,220.98933,230.87146,247.08252,277.46628,270.83737,280.42477,248.4848484848485,290.23834,289.3331,269.83176,291.834,311.75128,344.25192,354.25272,344.25192,336.8021,337.87,354.27167
KEBBI,Rice agric sold loose / 1Kg,152.64798,166.01833,163.00389,177.3125,193.48589,204.1958,225.94589,271.549,248.034695823701,261.38104,230.81416,256.503,276.423,267.4045,253.63191,243.3187,246.33163,255.04103,254.3672,237.71857,235.90527,230.71953,222.53857,236.41461,215.78531,214.70525,242.36482,223.1403,225.64616,239.4296,235.15407,247.29453,237.1123,219.42959001782532,219.04565,227.81006,217.81006,223.22969,226.01535,224.31372,241.5475,224.31372,264.31372,250.46,257.27084
KEBBI,Rice local sold loose / 1Kg,129.61823,145.795,150.13023,167.40685,167.07246,202.92834,215.58727,247.27673,199.1298731329725,202.89247,272.91168,221.5005,227.88786,243.25981,240.91245,243.72119,250.7067,256.63217,255.70285,247.3719,235.45404,230.30043,202.31923,186.69406,193.35603,202.57085,226.74875,232.3216,220.57797,219.50516,223.86443,230.9521,215.85701,222.13673752335134,226.7319,289.15103,289.15103,254.9398,269.1042,282.63013,260.2,202.63013,244.49867,265.17,295.17322
KEBBI,"Rice,imported high quality sold loose / 1Kg",208.03625,198.044,220.24051,244.22034,261.17065,270.454,304.33,283.26132,305.282201424661,305.21838,328.76215,325.7659,332.835,359.90314,360.64972,320.24634,325.08466,324.32233,322.58917,336.88666,326.84402,325.44827,325.44827,291.3264,305.5298,310.56406,308.623,291.94934,299.32556,311.44757,290.7141,284.8911,289.86014,297.722073677956,304.63785,299.68027,299.68027,301.21286,300.99924,273.17676,309.5425,333.17676,359.54037,380.88,381.34076
KEBBI,Sweet potato,,,,,,,,,,,,,95.98929,96.50733,95.89,96.44666,97.08281,99.55,92.245,97.205,95.53613,81.0,98.995,153.3424,132.56967,146.88469,129.07794,129.36092,150.15741,155.9854,159.79167,163.02664,149.60358,161.11359761295824,164.35425,125.64747,146.83795,129.33311,125.0665,136.26732,140.16133,136.26732,144.60066,189.6,194.22198
KEBBI,Tilapia fish (epiya) fresh,,,,,,,,,,,,,711.31335,718.5,719.815,719.7161,717.15735,724.655,732.34,728.545,719.16614,582.63306,634.2857,598.16016,660.5228,670.57825,674.026,548.6085,609.18365,651.24225,703.3333,735.06494,735.98804,651.2422360248447,638.3282,642.75726,624.1558,568.4524,556.369,550.79364,555.79333,550.79364,545.79364,564.48,548.00867
KEBBI,Titus:frozen,,,,,,,,,,,,,683.65,684.785,693.33,696.665,694.89343,696.67,693.33,692.0,670.0,680.0,650.0,500.0,680.0,725.8,750.0,720.0,775.0,750.0,750.0,760.0,732.2727,800,800.0,806.6667,866.6667,900.0,902.2222,950.0,895.0,850.0,850.0,870.45,833.3333
KEBBI,Tomato / 1Kg,142.5303,173.469,112.73643,178.52539,160.0,138.77571,224.159,232.09778,287.994700762082,201.433,171.56854,159.40015,211.32,190.7295,195.4933,291.74603,300.69473,316.62732,312.4074,338.52,283.25397,240.90637,235.71428,234.43204,265.35883,260.13287,259.724,230.1282,241.79488,256.81967,220.1923,236.28206,275.06104,266.502301117686,335.9104,229.56349,259.7497,250.31502,224.5238,261.93817,220.54375,200.42513,178.18819,206.55,203.0403
KEBBI,"Vegetable oil:1 bottle,specify bottle",,,,,,,,,,,,,503.79,500.0,544.44,578.51,562.06,566.67,553.0,586.22,483.6,567.52,477.77832,459.0476,452.22223,465.18518,446.66666,442.96295,440.0,443.33334,450.0,434.07407,433.33334,443.3333333333333,440.0,436.36365,436.36365,433.9394,452.30768,424.7619,411.43,424.7619,411.42856,449.23,449.23077
KEBBI,Wheat flour: prepacked (golden penny 2kg),,,,,,,,,,,,,577.69,540.0,507.5,531.25,530.82,546.67,540.0,550.0,555.04,547.49,566.6667,575.0,575.0,566.6667,575.0,550.0,600.0,585.0,605.0,625.0,650.0,675,650.0,666.6667,676.6667,683.3333,663.3333,666.6667,676.6667,666.6667,616.6667,590.0,600.0
KEBBI,Yam tuber / 1Kg,185.68373,130.80643,159.78528,188.41624,186.269,204.50333,237.05,278.68845,223.65911507658,227.74023,265.8025,224.83429,228.21333,230.48976,223.1522,226.2896,252.72429,263.0436,258.8248,316.96692,246.32152,215.48816,210.68333,285.33054,255.05524,245.61664,237.80115,263.34915,311.65878,328.07904,303.33334,336.7475,307.06287,283.0790526279248,293.37457,282.30646,276.93823,265.1594,252.73325,203.65549,189.65666,153.65549,203.65549,233.92,253.92535
KOGI,Agric eggs medium size / 1 Dozen,328.25,327.25,410.25,443.0,388.0,403.5,407.22223,390.83334,417.261904761904,500.806,479.0,443.75,445.53,474.66666,558.3333,529.5,538.9474,548.6667,510.0,501.0,498.66666,529.2857,534.7059,538.1818,418.41177,580.0,505.5,593.5,584.6667,580.0,515.0,530.0,469.33334,502.85714285714283,502.22223,500.375,503.75,488.0,467.5,392.5,432.30768,497.25,470.0,497.69,491.25
KOGI,Agric eggs(medium size price of one) / 1 Piece,28.75,30.0,33.833332,33.75,35.357143,35.857143,36.38889,35.0,40,43.599216,40.0,42.0,52.29,52.0,50.25,47.272728,45.526318,46.153847,45.0,48.0,46.0,46.153847,45.2,46.53846,40.0,46.666668,45.0,47.272728,46.0,45.666668,48.235294,48.125,42.941177,46.42857142857143,46.666668,45.235294,45.0,42.363636,42.692307,40.625,42.923077,40.0,40.333332,47.14,47.142857
KOGI,"Beans brown,sold loose / 1Kg",262.3075,281.4025,276.5225,270.99167,272.17416,299.94168,300.2609,300.54874,304.605,317.90616,321.11084,328.14667,316.87,421.57126,479.2033,457.7268,480.32,499.64127,448.7634,510.2378,530.4208,510.0,485.86154,452.7381,434.6634,474.69052,503.1934,491.96445,503.42078,547.99835,489.82486,448.1852,457.47284,462.65306122449,474.0476,449.82486,461.011,438.6842,409.33014,428.0357,398.688,305.5039,283.99014,309.93,353.80435
KOGI,Beans:white black eye. sold loose / 1Kg,253.11833,257.9565,252.2075,250.795,247.44586,283.78458,262.73737,264.02716,292.557833333333,312.28683,312.37366,317.31543,312.64,377.18567,376.12796,354.8609,360.56,395.2101,371.68228,431.09,443.12546,414.6261,414.6261,413.5726,355.98212,423.53036,476.03305,428.91904,443.12546,491.52777,375.63998,371.69598,389.55893,372.764490411549,327.28534,319.54373,326.6054,331.23987,309.748,315.25073,307.8857,236.99771,209.40762,225.88,290.47406
KOGI,Beef Bone in / 1Kg,776.19,725.0,804.1675,1013.1,978.29,950.0,1013.332,983.3333,1233.33333333333,1003.9184,1053.0312,1126.785,1103.09,1026.39,1060.0,1052.0834,1140.0,1191.8767,1345.3704,1537.5,1403.4862,1333.3334,1296.4556,1233.3334,1150.0,1167.6136,1200.0,1150.0,1200.0,1275.0,1133.3334,1150.0,1214.4928,1140,1207.5,1166.6666,1200.0,1200.0,1188.0,1196.0869,1173.3334,1129.0514,1130.0,1150.0,1108.0
KOGI,"Beef,boneless / 1Kg",1033.3334,1172.4688,1000.0,1215.4166,1058.3334,1087.5,1025.0,1081.5145,1347.459999999995,1360.4973,1002.74536,1215.28,1348.87,1300.0,1411.1111,1399.3041,1423.0769,1432.7931,1234.7545,1346.875,1376.6179,1430.303,1343.6428,1279.1305,1300.0,1177.9221,1278.395,1262.888,1341.1111,1366.6666,1407.2227,1395.0,1355.5555,1210.4166666666667,1225.0,1226.463,1207.5,1160.0,1178.5714,1178.093,1140.0,1122.2222,1120.0,1133.33,1200.0
KOGI,Bread sliced 500g / 1 loaf,262.5,241.66667,315.0,289.16666,276.25,281.25,300.0,285.0,285.969,313.5734,332.57574,333.33334,327.84,375.0,358.75,323.5,321.7647,343.33334,350.0,321.875,342.85715,326.92307,325.3846,318.75,325.0,350.0,328.18182,328.5,342.85715,330.0,340.0,335.0,357.85715,331.8181818181818,355.0,320.0,344.44446,329.16666,305.7143,305.0,295.45456,331.81818,300.81818,323.63,342.30768
KOGI,Bread unsliced 500g / 1 loaf,251.5,290.0,250.0,236.66667,240.71428,260.0,300.0,242.85715,243.6828571428568,256.5327,318.63635,287.5,255.9,345.83334,343.33334,358.57144,353.33334,363.33334,358.33334,328.125,330.0,301.53845,293.84616,288.75,300.0,314.2857,298.69565,285.7143,300.0,301.81818,300.0,289.2857,303.57144,291.818181818182,332.14285,300.0,300.0,304.16666,305.3846,303.0909,327.27274,305.0,300.13333,284.54,295.83334
KOGI,Broken Rice (Ofada) / 1Kg,280.69,281.64435,282.60193,283.56277,284.5269,285.4943,286.46497,287.43896,288.4162421774538,273.69693,274.6275,275.56122,268.8,280.24,306.99,310.0,380.55,385.275,382.9125,381.34915,381.6161,381.6161,381.6161,381.0,393.2534,385.0,369.75928,370.05508,374.93814,378.4911,378.4911,379.96164,379.7356,372.01584,378.8685,380.02,378.3313,367.69232,357.27274,358.26,345.25,351.03,350.0,350.0,351.02
KOGI,Catfish (obokun) fresh,,,,,,,,,,,,,752.06,753.09,754.12,755.15,756.18,757.21,758.24,759.27,750.918,748.3333,775.0,774.24243,807.1429,902.0,773.7995,859.7222,880.0,913.0,916.6667,1016.6667,1113.8212,1055.5555555555557,1150.0,1005.0,1040.0,1000.09,973.73737,900.0,918.055,941.3043,900.0,870.0,866.6667
KOGI,Catfish :dried,,,,,,,,,,,,,1707.48,2003.335,2006.0,2003.335,1850.0078,1729.17,1781.25,1759.27,1739.9181,1783.3334,1625.0,1532.8042,1620.4481,1650.0,1731.8182,1772.5109,1685.0,1680.0,1548.0769,1550.1482,1562.7778,1400,1395.4546,1548.0769,1566.6666,1544.4445,1522.5641,1551.2821,1557.1512,1520.0,1500.2307,1525.0,1475.641
KOGI,Catfish Smoked,,,,,,,,,,,,,1654.3125,1688.175,1722.0375,1541.9225,1708.3826,1500.0,1400.0,1306.88,1292.5043,1288.8889,1260.0,1250.0,1235.0,1238.8889,1200.0,1241.9254,1270.0,1236.9608,1255.5555,1260.6666,1256.4161,1200.03,1245.4835,1320.12,1286.3904,1350.0,1320.7937,1391.27,1377.7766,1379.1666,1352.381,1306.0693,1326.28
KOGI,Chicken Feet / 1Kg,558.99,560.89056,500.0,501.7,503.4058,505.11737,506.83475,600.0,800,877.038,880.0199,883.012,856.0,1000.0,960.14,900.0,1000.0,1100.0,1050.0,1002.1,1000.0,1100.0,1000.0,1000.3333,950.0,985.24,1002.4732,900.0,1066.6666,1150.0,1005.8917,1000.0,1050.0,1000.352841963,1000.0,952.01,1050.0,912.3,911.579,970.32,909.09,841.03,798.0,805.33,784.03
KOGI,Chicken Wings / 1Kg,600.15,600.0,600.0,601.36,602.7246,900.0,900.0,925.0,900,927.8363,950.23,945.99,959.83,1100.0,1000.0,1077.7778,1066.6666,1150.0,1108.3334,1000.0,1050.0,1005.0,1000.0,1000.0,1100.0,980.0,1043.4982,1046.6666,1100.0,1100.0,1100.0,1100.0,1125.0,1000,1200.0,1100.01,1081.4796,945.12,922.369,969.12,922.73,899.12,870.3,900.0,875.36
KOGI,Dried Fish Sardine,,,,,,,,,,,,,1228.51,1233.33,1287.5,1245.835,1240.5476,1250.0,1269.23,1257.91,1250.0,1240.7407,1013.075,1000.0,1200.0,1043.6364,1165.909,1141.6666,1215.0,1229.1666,1264.1803,1285.7142,1207.5,1271.42857142857,1275.0,1320.66,1216.0823,1196.349,1200.91,1295.12,1337.5,1326.023,1300.259,1268.0897,1300.0
KOGI,Evaporated tinned milk carnation 170g / 1 unit,120.0,120.0,120.34,120.0,125.0,122.5,127.14286,130.0,130,135.666,135.0,120.0,128.43,130.0,156.66667,164.0,162.0,170.0,190.0,190.0,189.5,183.33333,183.33333,180.0,186.66667,178.57143,150.0,164.0,182.5,180.0,186.66667,180.0,196.0,165,153.33333,156.66667,172.68454,188.32,180.0,153.33333,175.0,170.0,171.02,150.0,152.03
KOGI,"Evaporated tinned milk(peak), 170g / 1 unit",140.75,149.5,146.5,147.5,146.85715,143.85715,143.33333,145.0,148.75,168.21835,159.83333,165.75,179.44,167.08333,191.53847,198.0,195.0,189.66667,210.0,204.0,205.625,201.93333,201.93333,199.71428,194.66667,200.0,194.73685,191.0,203.125,195.71428,193.33333,201.42857,208.23529,195.71428571428572,201.11111,193.33333,205.0,189.45,191.0,187.77777,190.0,180.0,179.16667,191.66,196.0
KOGI,Frozen chicken / 1 unit,1500.0,1550.0,1533.3334,1550.0,1600.0,1600.0,1733.3334,1541.6666,1600,1569.3075,1600.0,1700.0,1796.39,2350.0,2375.0,2510.0,2325.0,2400.0,2000.0,1800.0,1825.0,1846.6666,2018.75,2000.55,2000.0,2000.0,1980.0,2090.0,2100.0,2214.2856,2133.3333,2076.6667,2150.0,2175,2300.0,2500.0,2240.0,2300.0,2288.8943,2300.0,2350.0,2412.8572,2450.0,2485.0,2500.0
KOGI,"Gari white,sold loose / 1Kg",165.8985,164.4905,166.568,169.14667,165.47829,178.58728,192.00667,178.89983,188.535238095238,196.32867,220.09584,229.1315,219.41,271.14725,313.38342,309.23898,320.14,352.8977,383.3058,422.12445,422.41992,415.35,387.82,377.23624,366.824,355.0,352.06024,325.19708,313.60983,343.4989,334.57803,381.0059,312.97214,297.79055258467,270.05954,224.46037,255.94629,269.0603,247.9752,191.45729,180.17357,142.66408,142.13039,181.26,179.81061
KOGI,"Gari yellow,sold loose / 1Kg",222.37709,222.6675,223.57233,227.915,233.684,235.139,248.51236,245.91, ,250.06493,251.421,254.825,238.38,308.021,392.49185,347.63605,352.98,362.09128,377.57016,371.12445,371.38422,369.1075,327.475,323.67456,311.0,300.0,280.99905,339.26056,400.3533,402.19547,400.33487,395.96686,401.0971,356.466546274239,282.2692,231.33488,237.96828,254.2507,240.01,223.39577,208.33144,154.2687,154.61018,208.96,203.65115
KOGI,"Groundnut oil: 1 bottle, specify bottle",,,,,,,,,,,,,487.1,500.0,500.0,497.04,490.0,466.67,486.22,500.0,472.25,467.37,467.37,466.66666,502.5238,500.0,664.44446,621.3333,711.1111,696.2963,701.6667,686.6667,704.7407,606.6666666666667,666.6667,516.6667,524.44446,502.38095,500.3,498.37,458.332,413.33334,408.8889,446.66,455.55554
KOGI,Iced Sardine,,,,,,,,,,,,,722.5,729.7,726.67,728.37,729.61633,729.67,730.23,728.2092,710.0,750.4603,725.0,717.619,850.0,900.0,1152.381,1174.0741,1250.0,1208.3334,1177.3124,1150.0,1183.3334,1026.96969696969,1066.6666,1000.08,1175.0,950.0,945.3,950.03,900.05,899.05,875.21,900.0,876.6667
KOGI,Irish potato,,,,,,,,,,,,,161.95,162.165,165.43,166.25333,167.08734,168.01,168.89,167.91,155.91273,134.07408,142.05,142.22223,164.44444,214.90384,220.98215,224.91182,212.07288,238.75,235.41667,235.0,239.77272,213.262881044426,271.97348,264.9313,241.66667,234.44444,220.0,250.0,218.75,223.71504,203.16,182.85,177.77777
KOGI,Mackerel : frozen,,,,,,,,,,,,,748.6667,756.3333,764.0,771.6667,857.3029,856.0,854.6971,853.3941,844.0068,867.3333,733.3333,726.1111,758.2143,611.7857,695.4545,779.1048,837.5,832.2311,748.5931,802.5,792.7027,800,800.0,858.3333,823.4403,819.02,841.6667,875.0,849.9975,812.5,812.3,850.0,900.0
KOGI,Maize grain white sold loose,,,,,,,,,,,,,177.17,176.43,211.0,216.25,212.63,226.61,233.61,235.21,173.85,226.94,226.94,227.96263,217.15121,208.0,208.5812,216.94855,220.94107,212.25934,210.34976,215.2049,218.69073,199.686355311355,179.19461,176.96881,154.36037,149.16484,139.7029,132.54163,138.225,106.58321,99.264275,95.91,125.64863
KOGI,Maize grain yellow sold loose,,,,,,,,,,,,,187.45,201.35,223.31,216.22,220.37,217.5,225.05,224.97,194.8,217.82,217.82,200.16685,207.87932,211.0,186.5299,221.12198,228.18588,235.05035,233.55424,218.81572,258.103,256.208791208791,170.87105,155.60298,170.5924,177.6965,151.93474,146.12245,141.185,103.759155,102.93027,105.02,114.43513
KOGI,Mudfish (aro) fresh / 1Kg,660.4175,686.665,688.99963,689.6,739.7725,733.335,729.16876,783.33,803.569999999999,982.5469,933.33,925.0,935.6,936.36,951.1111,923.8889,1012.5,1144.4445,1083.3334,1014.6262,1016.17377,1083.3334,1100.0,1086.6666,1088.8889,1010.8333,1041.0764,1066.3596,1069.4445,1100.0,1225.0,1150.0,1105.5555,1150,1250.0,1015.9091,1103.7561,937.5,900.7071,910.0,876.95667,850.0,800.0,825.0,800.0
KOGI,Mudfish : dried / 1Kg,1654.4991,1800.0,1806.12,1807.37,1849.265,2270.8333,1858.3334,1863.6317,2231.38,2396.553,1738.8883,1850.0,1741.39,2128.57,2203.6365,2535.0168,2523.726,2620.8503,2572.288,2583.335,2585.1433,2591.0256,2492.35,2474.6914,2639.4558,2443.7134,2129.4119,1985.3776,1868.414,1950.0,2007.738,1977.7778,2107.1428,1802.5641025641,1643.75,1788.6904,1612.1852,1600.0,1581.6584,1440.4762,1457.5516,1407.1428,1402.2222,1450.0,1475.0
KOGI,Onion bulb / 1Kg,233.21124,235.44083,234.255,268.615,265.3375,272.5,270.03625,296.0,280.042857142857,299.61462,280.287,281.431,281.34,318.7825,309.2885,290.5548,302.29187,323.43973,321.59784,341.667,345.38095,347.22986,302.80527,300.02014,306.45834,277.96576,277.9332,186.64297,206.09525,256.00494,260.8492,307.0746,312.8639,245.13136863136862,279.86414,213.97578,228.63248,210.73824,204.0,266.5687,223.2475,270.5803,239.84805,240.94,228.42671
KOGI,"Palm oil: 1 bottle,specify bottle",,,,,,,,,,,,,435.27,471.11,507.78,497.24,505.19,517.89,529.64,542.96,470.35,518.66,518.66,517.5,509.5,523.5088,539.3939,550.30304,606.6667,558.2222,518.6667,494.16666,506.86273,514.901960784314,492.94116,429.2,445.16666,393.33334,373.33334,383.33334,406.06183,429.77777,426.66666,454.16,549.69696
KOGI,Plantain(ripe),,,,,,,,,,,,,224.38,255.79,230.99,251.49,280.11,284.58,262.53,305.0,223.26,285.0,264.66876,252.28653,271.0,269.33875,338.8861,271.0446,282.66666,315.27777,324.03564,352.44897,358.15475,297.464285714286,194.19493,185.84729,185.88889,176.06023,199.375,201.43468,240.08636,241.66667,205.291,249.35,210.98766
KOGI,Plantain(unripe),,,,,,,,,,,,,249.48,270.0,222.91,257.1,251.96,237.57,258.71,250.0,256.46,237.92,238.62222,226.33928,225.05319,228.04787,365.06662,257.598,250.56474,250.88652,288.6845,256.23807,267.3759,249.816787941788,229.5671,203.63141,233.65787,249.45578,218.33333,210.0,195.48857,186.44688,204.69635,253.51,219.03293
KOGI,Rice Medium Grained / 1Kg,212.78,213.50345,214.22937,214.95775,215.6886,216.42194,217.15778,217.89612,218.63695896012902,222.23705,225.89066,233.54648,249.93,250.66,248.56,250.0,268.66,259.33,263.995,269.22418,269.41263,269.41263,269.41263,269.0,267.0,267.0,264.1479,264.3592,265.16904,265.53232,265.53232,266.85303,267.07416,256.891,265.9341,265.12366,265.03796,263.147,260.25,259.852,260.31,259.02,262.45,262.8632,278.31
KOGI,Rice agric sold loose / 1Kg,220.695,246.07,232.015,266.67,254.165,267.99167,343.89,352.83,247.06,374.2433,350.5975,352.46954,355.93,360.11,422.7534,384.16666,420.03204,453.17725,449.2348,471.48,451.42856,429.9371,413.53333,401.0,413.7881,461.5903,475.4717,501.6463,521.4286,609.0476,608.4595,613.0382,569.2308,523.4681,488.45947,473.5538,506.03775,403.57144,396.2143,395.81793,375.0,330.18573,300.5,320.0,312.01465
KOGI,Rice local sold loose / 1Kg,165.70708,175.108,244.0295,205.26625,223.81786,274.08386,309.47632,306.5495,320.638571428571,291.88354,337.99066,337.91876,268.89,365.65326,354.4158,306.87564,421.3707,421.8371,421.6039,413.205,413.49423,396.3404,372.0842,367.9179,328.75244,329.78467,354.73703,368.0691,338.75586,352.33203,313.2099,297.10287,302.41382,302.448573179272,288.41742,286.32,303.97183,291.03003,268.91968,239.29361,214.95929,259.98532,273.15652,309.79,303.655
KOGI,"Rice,imported high quality sold loose / 1Kg",245.15459,260.92825,249.053,324.86,322.92,376.06516,395.98126,417.921,377.2987499999995,378.9815,415.0625,450.0,469.74,488.37967,498.59473,398.05844,426.57114,461.56897,444.07007,455.105,456.52658,426.94153,416.6,413.74612,421.36072,450.11,518.78174,540.786,529.6377,519.0725,536.05225,500.6841,513.7955,522.371794871795,555.564,443.82602,458.40942,448.7416,428.57065,446.50293,453.4243,406.9368,403.30127,414.42,403.40186
KOGI,Sweet potato,,,,,,,,,,,,,95.42,95.255,93.53,93.16333,93.52591,98.34,95.375,98.22,97.9335,85.0,83.47857,82.74694,115.583336,143.70508,146.65627,149.15913,167.1889,169.58333,195.31955,198.79797,205.51471,197.38636363636363,189.31879,170.29292,150.40404,156.25,141.36905,155.18112,127.865,144.02574,148.14407,122.22,125.78503
KOGI,Tilapia fish (epiya) fresh,,,,,,,,,,,,,684.83,687.27,688.335,689.8567,690.9274,695.0,710.0,706.33,705.0,785.0,785.0,783.3333,887.5,925.0,850.5315,880.5797,903.3333,933.3333,1000.0,1100.0,1140.7407,1070,873.6842,800.0,941.7201,875.0,867.3333,889.249,877.78,800.0,766.01,804.85,812.58
KOGI,Titus:frozen,,,,,,,,,,,,,652.08,651.945,658.205,658.2367,659.8343,662.85,674.73,666.16,641.0494,678.55554,701.9923,700.15875,779.1667,800.0,919.4243,850.83215,901.9753,1044.9849,939.7547,937.824,1043.8271,970.043572984749,863.5714,884.5238,917.75323,891.9643,924.0,929.1667,939.4313,950.0,900.0,925.03,975.55554
KOGI,Tomato / 1Kg,193.576,210.0,168.462,174.30583,171.74,196.74,204.73357,214.722,195.833333333333,204.22069,237.7275,237.30208,222.71,236.804,243.18855,279.45816,373.22916,421.07336,397.15128,446.3427,423.58365,373.85675,370.955,365.8342,324.92062,291.07263,278.77637,281.3811,279.04205,285.08136,303.53174,314.1931,306.421,305.475589225589,315.95517,301.66666,295.2381,272.16748,269.1423,272.08813,239.775,201.98413,179.22003,209.22,203.47986
KOGI,"Vegetable oil:1 bottle,specify bottle",,,,,,,,,,,,,537.36,573.66,606.66,588.51,561.03,598.67,575.23,571.52,550.86,599.56,599.56,596.1111,680.0,700.8333,703.0303,734.0,778.2222,778.2222,767.451,762.6667,784.7059,674.8717948717949,586.6667,567.451,615.2941,579.0909,526.6667,487.12,455.8977,466.66666,461.1111,505.74,508.57144
KOGI,Wheat flour: prepacked (golden penny 2kg),,,,,,,,,,,,,588.4,570.0,585.41,593.16,593.54,584.44,595.0,597.33,597.84,615.25,615.25,612.8571,633.3333,642.8571,624.0,603.0769,675.0,630.0,630.3333,672.2222,582.5,525,675.0,591.6667,520.0,525.0,540.0,550.4286,540.0,607.5,604.0,622.5,666.6667
KOGI,Yam tuber / 1Kg,133.307,150.34,131.8565,138.64357,133.41489,144.53857,146.52318,156.52,196.963333333333,199.33145,202.559,211.33041,225.87,223.139,252.74725,254.54926,284.8207,309.5721,320.7731,365.513,279.59137,261.52795,252.91905,237.2142,248.16864,241.91698,390.65616,404.79114,381.53845,397.7959,287.76315,307.4175,308.12064,273.5971409871602,254.38414,182.60751,173.73112,161.93834,168.57487,175.16408,169.17786,109.27338,135.74655,153.51,149.26018
KWARA,Agric eggs medium size / 1 Dozen,320.0,340.0,343.7143,351.0,352.27274,411.57,362.33334,366.75,393.33333333333303,403.7227,422.5,455.41666,500.975,496.25,505.0,500.3846,503.84616,470.41666,480.0,456.92307,450.5263,432.3846,448.5,435.78946,445.7143,485.0,500.0,585.38464,575.7895,548.5714,446.66666,451.66666,452.85715,447,469.33334,437.08334,477.5,453.33334,457.27274,428.33334,453.05585,487.27274,470.76923,449.0,451.25
KWARA,Agric eggs(medium size price of one) / 1 Piece,27.916666,28.75,29.583334,30.0,29.545454,36.574287,30.5,33.75,33.3333333333333,43.024487,36.458332,35.833332,53.881668,51.07143,50.18182,49.923077,45.357143,40.357143,41.923077,58.666668,57.57895,40.714287,40.21,41.31579,39.642857,37.857143,40.0,41.923077,41.57895,39.285713,39.333332,38.333332,40.0,39.23076923076923,40.0,40.2,40.75,39.92857,38.846153,37.166668,41.81818,39.545456,39.615383,41.66,47.142857
KWARA,"Beans brown,sold loose / 1Kg",292.36584,298.96417,287.143,268.53082,277.1789,305.94168,258.6933,314.255,332.5875,355.05084,353.5375,356.9075,330.10928,356.18875,349.23395,332.91516,333.64758,347.69543,381.55673,372.395,381.6303,374.88272,370.22,369.0076,382.62134,370.78754,401.23196,382.91516,381.6303,389.0476,402.28586,415.54678,430.868,398.725503663004,395.1111,377.36154,357.42682,305.50867,286.4555,295.0465,293.61584,271.34738,261.47363,265.23,283.80435
KWARA,Beans:white black eye. sold loose / 1Kg,257.43533,265.1495,289.829,291.74417,219.5295,289.45972,235.95064,251.99875,287.14809523809504,270.81332,277.03357,283.9025,288.8775,267.40338,302.66718,315.38126,316.07507,338.37457,352.6113,343.9525,344.15887,330.47192,330.47192,318.0667,325.7874,323.03113,330.09073,315.38126,321.65646,326.86615,328.2229,345.8919,353.23804,326.0386337309414,349.08112,339.95877,305.67426,302.63745,288.04886,286.47934,294.428,263.97583,224.07639,260.11,290.47406
KWARA,Beef Bone in / 1Kg,833.33374,819.445,866.5025,858.0317,826.873,969.0,833.5967,838.1975,1013.98833333333,980.5062,1083.454,1105.6733,1010.99585,987.17365,1029.4218,1100.6393,1163.6364,1156.892,1254.26,1330.2262,1331.0243,1205.8201,1205.55,1158.3334,1132.1428,1134.9467,1100.0,983.6171,1068.75,1082.5397,1145.7142,1216.6666,1174.1848,1133.2254129129128,1245.4546,1253.3334,1170.0,1044.4445,1034.9702,1095.3434,1091.2229,1062.7032,1008.04877,1050.0,998.0
KWARA,"Beef,boneless / 1Kg",1017.6275,1031.872,1072.4647,1005.93835,1025.5242,1005.25,1074.4346,1249.5273,1200.40916666666,1220.0159,1122.82,1296.7692,1274.589,1287.063,1279.8413,1202.9055,1376.9631,1381.415,1345.4095,1130.4453,1161.1416,1116.6508,1216.6235,1282.0513,1335.0754,1321.2858,1171.4286,1271.4617,1200.5996,1214.0782,1271.6819,1290.459,1301.9271,1182.2222222222222,1101.2454,1117.6471,1204.6154,1197.2739,1172.6224,1170.0156,1189.0554,1174.5403,1195.3572,1164.04,1200.0
KWARA,Bread sliced 500g / 1 loaf,250.83333,255.0,300.0,312.5,300.0,286.875,315.0,300.0,300,300.0,350.0,312.5,278.24,324.16666,320.0,312.5,320.0,320.0,312.5,308.33334,300.0,305.22,300.0,297.5,324.0,290.0,297.14285,312.5,300.0,300.0,300.0,270.0,300.0,290,261.66666,283.33334,260.0,258.33334,280.0,268.33334,260.0,266.66666,290.0,292.85,302.30768
